종목구분,NO,시즌,라운드구분,라운드세부,일자, 요일구분,요일,채널구분,채널,남여구분,방송형태,홈,어웨이,시작시간,종료시간,방영길이,가구 시청률,케이블가구 시청률,개인 시청자수,MF2544,소속도시,구단홈구장
프로배구,958,2017-2018,정규리그,3라운드,2017-12-05 00:00:00,주중,화요일,케이블,KBSN스포츠,남자부,생방송,OK저축은행,KB손해보험,18:50:25,21:29:30,02:39:06,0.94718,0.96989,165798.0,17493.0,부산광역시,부산금정체육관
프로배구,959,2017-2018,정규리그,3라운드,2017-12-05 00:00:00,주중,화요일,케이블,SBS Sports,여자부,생방송,현대건설,IBK기업은행,16:52:10,19:22:26,02:30:17,0.90432,1.02086,147397.0,11908.0,수원시,수원실내체육관
프로배구,960,2017-2018,정규리그,3라운드,2017-12-06 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,현대캐피탈,18:49:25,20:31:27,01:42:03,1.02862,1.20396,173240.0,23969.0,대전광역시,대전충무체육관
프로배구,961,2017-2018,정규리그,3라운드,2017-12-06 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,한국도로공사,GS칼텍스,16:52:33,18:42:59,01:50:27,0.5958,0.66758,101419.0,17436.0,김천시,김천실내체육관
프로배구,962,2017-2018,정규리그,3라운드,2017-12-07 00:00:00,주중,목요일,케이블,KBSN스포츠,남자부,생방송,한국전력,대한항공,18:52:11,21:15:19,02:23:09,1.11995,1.29289,169343.0,15588.0,수원시,수원실내체육관
프로배구,963,2017-2018,정규리그,3라운드,2017-12-08 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,KB손해보험,우리카드,18:48:57,20:38:26,01:49:30,0.84664,0.95442,125981.0,12767.0,의정부시,의정부체육관
프로배구,964,2017-2018,정규리그,3라운드,2017-12-09 00:00:00,주말,토요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,OK저축은행,13:50:35,16:00:51,02:10:17,0.78053,0.83265,145862.0,18792.0,천안시,천안유관순체육관
프로배구,965,2017-2018,정규리그,3라운드,2017-12-09 00:00:00,주말,토요일,케이블,SBS Sports,여자부,생방송,GS칼텍스,현대건설,15:54:54,17:30:46,01:35:53,0.62896,0.69483,104636.0,9099.0,서울특별시,장충체육관
프로배구,966,2017-2018,정규리그,3라운드,2017-12-10 00:00:00,주말,일요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,한국전력,13:50:07,16:12:20,02:22:14,0.90997,0.92842,164964.0,26814.0,대전광역시,대전충무체육관
프로배구,967,2017-2018,정규리그,3라운드,2017-12-10 00:00:00,주말,일요일,케이블,SBS Sports,여자부,생방송,흥국생명,KGC인삼공사,15:53:54,17:37:21,01:43:28,0.9182,1.069,163006.0,9048.0,인천광역시,인천삼산월드체육관
프로배구,968,2017-2018,정규리그,3라운드,2017-12-12 00:00:00,주중,화요일,케이블,KBSN스포츠,여자부,생방송,IBK기업은행,한국도로공사,16:49:46,19:04:07,02:14:22,0.80227,0.95556,142948.0,8442.0,화성시,화성실내체육관
프로배구,969,2017-2018,정규리그,3라운드,2017-12-12 00:00:00,주중,화요일,케이블,SBS Sports,남자부,생방송,KB손해보험,대한항공,18:51:44,21:19:54,02:28:11,0.89804,0.97417,155166.0,11680.0,의정부시,의정부체육관
프로배구,970,2017-2018,정규리그,3라운드,2017-12-13 00:00:00,주중,수요일,케이블,KBSN스포츠,여자부,생방송,GS칼텍스,KGC인삼공사,16:50:02,18:23:03,01:33:02,0.50572,0.54291,87072.0,8666.0,서울특별시,장충체육관
프로배구,971,2017-2018,정규리그,3라운드,2017-12-13 00:00:00,주중,수요일,케이블,SBS Sports,남자부,생방송,OK저축은행,우리카드,18:52:15,20:27:02,01:34:48,0.7988,0.90081,134110.0,10202.0,부산광역시,부산금정체육관
프로배구,972,2017-2018,정규리그,3라운드,2017-12-14 00:00:00,주중,목요일,케이블,KBSN스포츠,여자부,생방송,흥국생명,현대건설,16:50:42,18:45:45,01:55:04,0.7873,0.85409,124748.0,6099.0,인천광역시,인천삼산월드체육관
프로배구,973,2017-2018,정규리그,3라운드,2017-12-14 00:00:00,주중,목요일,케이블,SBS Sports,남자부,생방송,한국전력,현대캐피탈,18:51:48,20:27:37,01:35:50,0.938,0.94938,145418.0,11770.0,수원시,수원실내체육관
프로배구,974,2017-2018,정규리그,3라운드,2017-12-15 00:00:00,주중,금요일,케이블,SBS Sports,남자부,생방송,삼성화재,KB손해보험,19:06:36,21:02:05,01:55:30,0.94204,0.90965,155951.0,15845.0,대전광역시,대전충무체육관
프로배구,975,2017-2018,정규리그,3라운드,2017-12-16 00:00:00,주말,토요일,케이블,KBSN스포츠,여자부,생방송,IBK기업은행,GS칼텍스,15:50:25,17:34:18,01:43:54,0.41681,0.50916,73054.0,3187.0,화성시,화성실내체육관
프로배구,976,2017-2018,정규리그,3라운드,2017-12-16 00:00:00,주말,토요일,케이블,SBS Sports,남자부,생방송,OK저축은행,대한항공,13:52:16,16:32:33,02:40:18,0.63676,0.69181,109733.0,5946.0,부산광역시,부산금정체육관
프로배구,977,2017-2018,정규리그,3라운드,2017-12-17 00:00:00,주말,일요일,케이블,KBSN스포츠,여자부,생방송,흥국생명,한국도로공사,15:49:56,18:26:35,02:36:40,0.82322,0.84352,132921.0,12956.0,인천광역시,인천삼산월드체육관
프로배구,978,2017-2018,정규리그,3라운드,2017-12-17 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,현대캐피탈,우리카드,13:51:16,16:38:35,02:47:20,0.93833,1.16021,184051.0,26088.0,천안시,천안유관순체육관
프로배구,979,2017-2018,정규리그,3라운드,2017-12-19 00:00:00,주중,화요일,케이블,SBS Sports,남자부,생방송,한국전력,KB손해보험,18:51:35,21:36:09,02:44:35,0.79892,0.73212,122509.0,10303.0,수원시,수원실내체육관
프로배구,980,2017-2018,정규리그,3라운드,2017-12-20 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,OK저축은행,삼성화재,18:49:22,20:48:15,01:58:54,0.88585,0.93582,161855.0,15307.0,부산광역시,부산금정체육관
프로배구,981,2017-2018,정규리그,3라운드,2017-12-20 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,KGC인삼공사,현대건설,16:52:02,18:20:37,01:28:36,0.53176,0.51927,99975.0,12961.0,대전광역시,대전충무체육관
프로배구,982,2017-2018,정규리그,3라운드,2017-12-21 00:00:00,주중,목요일,케이블,KBSN스포츠,남자부,생방송,대한항공,우리카드,18:49:54,21:17:34,02:27:41,0.6913,0.75713,120751.0,11981.0,인천광역시,인천계양체육관
프로배구,983,2017-2018,정규리그,3라운드,2017-12-22 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,KB손해보험,현대캐피탈,18:49:37,21:38:08,02:48:32,1.06873,1.11353,189235.0,34596.0,의정부시,의정부체육관
프로배구,984,2017-2018,정규리그,3라운드,2017-12-23 00:00:00,주말,토요일,케이블,KBSN스포츠,남자부,생방송,OK저축은행,한국전력,13:50:22,16:15:01,02:24:40,0.85482,0.79712,150346.0,15558.0,부산광역시,부산금정체육관
프로배구,985,2017-2018,정규리그,3라운드,2017-12-23 00:00:00,주말,토요일,케이블,SBS Sports,여자부,생방송,현대건설,한국도로공사,15:51:54,18:07:13,02:15:20,1.00238,1.1015,173373.0,11668.0,수원시,수원실내체육관
프로배구,986,2017-2018,정규리그,3라운드,2017-12-24 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,삼성화재,우리카드,13:50:43,16:21:22,02:30:40,1.08275,1.02517,199844.0,29456.0,대전광역시,대전충무체육관
프로배구,987,2017-2018,정규리그,3라운드,2017-12-24 00:00:00,주말,일요일,케이블,SBS Sports,여자부,생방송,KGC인삼공사,IBK기업은행,16:48:44,19:07:17,02:18:34,0.66246,0.7537,126815.0,24269.0,대전광역시,대전충무체육관
프로배구,988,2017-2018,정규리그,3라운드,2017-12-25 00:00:00,주중,월요일,케이블,KBSN스포츠,여자부,생방송,흥국생명,GS칼텍스,15:50:44,18:23:28,02:32:45,0.78982,0.79779,125410.0,9496.0,인천광역시,인천삼산월드체육관
프로배구,989,2017-2018,정규리그,3라운드,2017-12-25 00:00:00,주중,월요일,케이블,SBS Sports,남자부,생방송,현대캐피탈,대한항공,13:52:03,15:34:58,01:42:56,0.95125,1.0258,161989.0,9697.0,천안시,천안유관순체육관
프로배구,990,2017-2018,정규리그,4라운드,2017-12-26 00:00:00,주중,화요일,케이블,SBS Sports,남자부,생방송,KB손해보험,OK저축은행,18:53:10,21:06:53,02:13:44,0.99338,1.07276,169577.0,12676.0,의정부시,의정부체육관
프로배구,991,2017-2018,정규리그,4라운드,2017-12-27 00:00:00,주중,수요일,케이블,KBSN스포츠,여자부,생방송,한국도로공사,현대건설,16:48:27,18:49:06,02:00:40,0.57318,0.58741,101914.0,16714.0,김천시,김천실내체육관
프로배구,992,2017-2018,정규리그,4라운드,2017-12-27 00:00:00,주중,수요일,케이블,SBS Sports,남자부,생방송,한국전력,우리카드,18:51:32,21:27:50,02:36:19,0.99459,1.07095,159617.0,10056.0,수원시,수원실내체육관
프로배구,993,2017-2018,정규리그,4라운드,2017-12-28 00:00:00,주중,목요일,케이블,SBS Sports,남자부,생방송,삼성화재,대한항공,18:51:44,21:27:31,02:35:48,0.93782,0.89898,151457.0,5639.0,대전광역시,대전충무체육관
프로배구,994,2017-2018,정규리그,4라운드,2017-12-29 00:00:00,주중,금요일,케이블,SBS Sports,남자부,생방송,OK저축은행,현대캐피탈,18:52:30,20:26:58,01:34:29,0.7322,0.73101,113003.0,12115.0,부산광역시,부산금정체육관
프로배구,995,2017-2018,정규리그,4라운드,2017-12-30 00:00:00,주말,토요일,케이블,KBSN스포츠,여자부,생방송,KGC인삼공사,GS칼텍스,15:49:14,18:01:50,02:12:37,0.77899,0.86829,123419.0,7694.0,대전광역시,대전충무체육관
프로배구,996,2017-2018,정규리그,4라운드,2017-12-30 00:00:00,주말,토요일,케이블,SBS Sports,남자부,생방송,KB손해보험,우리카드,13:52:13,16:03:24,02:11:12,0.83938,0.90509,145871.0,27568.0,의정부시,의정부체육관
프로배구,997,2017-2018,정규리그,4라운드,2017-12-31 00:00:00,주말,일요일,케이블,KBSN스포츠,여자부,생방송,한국도로공사,흥국생명,15:49:42,18:30:42,02:41:01,0.87975,1.01825,154345.0,21900.0,김천시,김천실내체육관
프로배구,998,2017-2018,정규리그,4라운드,2017-12-31 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,대한항공,한국전력,13:51:11,15:34:59,01:43:49,0.92785,0.96587,155879.0,13211.0,인천광역시,인천계양체육관
프로배구,999,2017-2018,정규리그,4라운드,2018-01-01 00:00:00,주중,월요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,삼성화재,13:48:49,16:07:42,02:18:54,1.14195,1.26244,202853.0,14571.0,천안시,천안유관순체육관
프로배구,1000,2017-2018,정규리그,4라운드,2018-01-01 00:00:00,주중,월요일,케이블,SBS Sports,여자부,생방송,IBK기업은행,현대건설,15:52:34,17:53:42,02:01:09,0.87704,0.90667,155276.0,19621.0,화성시,화성실내체육관
프로배구,1001,2017-2018,정규리그,4라운드,2018-01-02 00:00:00,주중,화요일,케이블,KBSN스포츠,남자부,생방송,우리카드,OK저축은행,18:50:47,20:47:10,01:56:24,0.92241,0.99955,172198.0,26526.0,서울특별시,장충체육관
프로배구,1002,2017-2018,정규리그,4라운드,2018-01-03 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,KB손해보험,대한항공,18:50:30,21:34:03,02:43:34,0.87982,1.0184,146748.0,8510.0,의정부시,의정부체육관
프로배구,1003,2017-2018,정규리그,4라운드,2018-01-03 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,흥국생명,GS칼텍스,16:52:14,19:31:07,02:38:54,0.88408,0.94141,146313.0,11131.0,인천광역시,인천삼산월드체육관
프로배구,1004,2017-2018,정규리그,4라운드,2018-01-04 00:00:00,주중,목요일,케이블,KBSN스포츠,남자부,생방송,한국전력,삼성화재,18:50:17,21:36:04,02:45:48,0.99109,0.97539,170686.0,26949.0,수원시,수원실내체육관
프로배구,1005,2017-2018,정규리그,4라운드,2018-01-05 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,우리카드,18:50:36,20:33:38,01:43:03,0.99904,1.20127,209563.0,19372.0,천안시,천안유관순체육관
프로배구,1006,2017-2018,정규리그,4라운드,2018-01-06 00:00:00,주말,토요일,케이블,KBSN스포츠,남자부,생방송,대한항공,OK저축은행,13:50:05,16:07:58,02:17:54,0.74719,0.96248,143455.0,22686.0,인천광역시,인천계양체육관
프로배구,1007,2017-2018,정규리그,4라운드,2018-01-06 00:00:00,주말,토요일,케이블,SBS Sports,여자부,생방송,GS칼텍스,IBK기업은행,15:51:14,17:34:33,01:43:20,0.61698,0.76178,121905.0,23892.0,서울특별시,장충체육관
프로배구,1008,2017-2018,정규리그,4라운드,2018-01-07 00:00:00,주말,일요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,KB손해보험,13:51:00,16:04:47,02:13:48,0.95377,1.13163,159919.0,21886.0,대전광역시,대전충무체육관
프로배구,1009,2017-2018,정규리그,4라운드,2018-01-07 00:00:00,주말,일요일,케이블,SBS Sports,여자부,생방송,현대건설,KGC인삼공사,15:54:36,17:57:11,02:02:36,0.81486,0.9379,151628.0,15703.0,수원시,수원실내체육관
프로배구,1010,2017-2018,정규리그,4라운드,2018-01-09 00:00:00,주중,화요일,케이블,KBSN스포츠,여자부,생방송,GS칼텍스,한국도로공사,16:50:05,19:37:16,02:47:12,0.72379,0.85248,132138.0,8849.0,서울특별시,장충체육관
프로배구,1011,2017-2018,정규리그,4라운드,2018-01-09 00:00:00,주중,화요일,케이블,SBS Sports,남자부,생방송,현대캐피탈,한국전력,18:51:33,21:01:55,02:10:23,0.97043,1.10587,174383.0,14715.0,천안시,천안유관순체육관
프로배구,1012,2017-2018,정규리그,4라운드,2018-01-10 00:00:00,주중,수요일,케이블,KBSN스포츠,여자부,생방송,IBK기업은행,KGC인삼공사,16:47:28,18:32:14,01:44:47,0.56461,0.62038,102162.0,16063.0,화성시,화성실내체육관
프로배구,1013,2017-2018,정규리그,4라운드,2018-01-10 00:00:00,주중,수요일,케이블,SBS Sports,남자부,생방송,우리카드,대한항공,18:50:30,20:36:50,01:46:21,1.20181,1.37178,213849.0,15120.0,서울특별시,장충체육관
프로배구,1014,2017-2018,정규리그,4라운드,2018-01-11 00:00:00,주중,목요일,케이블,KBSN스포츠,여자부,생방송,현대건설,흥국생명,16:48:45,19:10:43,02:21:59,0.95298,1.07282,167425.0,21706.0,수원시,수원실내체육관
프로배구,1015,2017-2018,정규리그,4라운드,2018-01-11 00:00:00,주중,목요일,케이블,SBS Sports,남자부,생방송,OK저축은행,삼성화재,18:51:33,21:23:26,02:31:54,1.16434,1.29341,217635.0,39545.0,부산광역시,부산금정체육관
프로배구,1016,2017-2018,정규리그,4라운드,2018-01-12 00:00:00,주중,금요일,케이블,SBS Sports,남자부,생방송,KB손해보험,한국전력,18:53:42,20:42:01,01:48:20,1.05771,1.26499,189642.0,15946.0,의정부시,의정부체육관
프로배구,1017,2017-2018,정규리그,4라운드,2018-01-13 00:00:00,주말,토요일,케이블,KBSN스포츠,여자부,생방송,KGC인삼공사,한국도로공사,15:49:15,18:33:06,02:43:52,0.89843,1.07208,144691.0,6800.0,대전광역시,대전충무체육관
프로배구,1018,2017-2018,정규리그,4라운드,2018-01-13 00:00:00,주말,토요일,케이블,SBS Sports,남자부,생방송,대한항공,현대캐피탈,13:51:31,16:12:17,02:20:47,1.15071,1.26957,232337.0,44957.0,인천광역시,인천계양체육관
프로배구,1019,2017-2018,정규리그,4라운드,2018-01-14 00:00:00,주말,일요일,케이블,KBSN스포츠,여자부,생방송,흥국생명,IBK기업은행,15:49:30,17:29:33,01:40:04,0.61827,0.81475,120724.0,24145.0,인천광역시,인천삼산월드체육관
프로배구,1020,2017-2018,정규리그,4라운드,2018-01-14 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,우리카드,삼성화재,13:52:03,16:23:06,02:31:04,1.05427,1.15214,199527.0,38100.0,서울특별시,장충체육관
프로배구,1021,2017-2018,정규리그,4라운드,2018-01-16 00:00:00,주중,화요일,케이블,KBSN스포츠,남자부,생방송,OK저축은행,한국전력,18:50:20,20:30:21,01:40:02,0.76149,0.70783,135410.0,28279.0,부산광역시,부산금정체육관
프로배구,1022,2017-2018,정규리그,4라운드,2018-01-16 00:00:00,주중,화요일,케이블,SBS Sports,여자부,생방송,GS칼텍스,현대건설,16:50:29,18:54:02,02:03:34,0.83117,1.03232,134035.0,20364.0,서울특별시,장충체육관
프로배구,1023,2017-2018,정규리그,4라운드,2018-01-17 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,KB손해보험,18:49:44,20:39:05,01:49:22,0.92375,1.07829,168098.0,23762.0,천안시,천안유관순체육관
프로배구,1024,2017-2018,정규리그,4라운드,2018-01-17 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,한국도로공사,IBK기업은행,16:51:35,19:05:39,02:14:05,0.91385,1.04056,168768.0,19389.0,김천시,김천실내체육관
프로배구,1025,2017-2018,정규리그,4라운드,2018-01-18 00:00:00,주중,목요일,케이블,SBS Sports,여자부,생방송,KGC인삼공사,흥국생명,16:51:41,18:57:40,02:06:00,0.6785,0.79803,110799.0,10434.0,대전광역시,대전충무체육관
프로배구,1026,2017-2018,정규리그,5라운드,2018-01-24 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,대한항공,삼성화재,18:49:47,20:30:48,01:41:02,0.80607,0.98538,149531.0,31296.0,인천광역시,인천계양체육관
프로배구,1027,2017-2018,정규리그,5라운드,2018-01-25 00:00:00,주중,목요일,케이블,KBSN스포츠,여자부,생방송,한국도로공사,현대건설,16:48:58,19:23:15,02:34:18,0.96728,1.15307,158323.0,18073.0,김천시,김천실내체육관
프로배구,1028,2017-2018,정규리그,5라운드,2018-01-25 00:00:00,주중,목요일,케이블,SBS Sports,남자부,생방송,OK저축은행,KB손해보험,18:51:44,21:01:11,02:09:28,0.64603,0.73307,104455.0,9594.0,부산광역시,부산금정체육관
프로배구,1029,2017-2018,정규리그,5라운드,2018-01-26 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,우리카드,한국전력,18:50:04,20:35:08,01:45:05,0.63768,0.75795,110856.0,8456.0,서울특별시,장충체육관
프로배구,1030,2017-2018,정규리그,5라운드,2018-01-27 00:00:00,주말,토요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,대한항공,13:49:47,15:40:52,01:51:06,0.88972,0.96865,150132.0,16569.0,천안시,천안유관순체육관
프로배구,1031,2017-2018,정규리그,5라운드,2018-01-27 00:00:00,주말,토요일,케이블,SBS Sports,여자부,생방송,IBK기업은행,흥국생명,15:54:13,17:19:14,01:25:02,0.62039,0.82196,117726.0,10511.0,화성시,화성실내체육관
프로배구,1032,2017-2018,정규리그,5라운드,2018-01-28 00:00:00,주말,일요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,OK저축은행,13:51:26,16:27:29,02:36:04,0.91273,0.99946,165678.0,18232.0,대전광역시,대전충무체육관
프로배구,1033,2017-2018,정규리그,5라운드,2018-01-28 00:00:00,주말,일요일,케이블,SBS Sports,여자부,생방송,GS칼텍스,KGC인삼공사,15:53:45,17:24:20,01:30:36,0.63136,0.71304,106842.0,13629.0,서울특별시,장충체육관
프로배구,1034,2017-2018,정규리그,5라운드,2018-01-30 00:00:00,주중,화요일,케이블,KBSN스포츠,여자부,생방송,IBK기업은행,한국도로공사,16:49:15,19:41:34,02:52:20,0.69644,0.7001,119779.0,18535.0,화성시,화성실내체육관
프로배구,1035,2017-2018,정규리그,5라운드,2018-01-30 00:00:00,주중,화요일,케이블,SBS Sports,남자부,생방송,우리카드,KB손해보험,18:54:55,20:33:31,01:38:37,0.61048,0.6663,90099.0,12323.0,서울특별시,장충체육관
프로배구,1036,2017-2018,정규리그,5라운드,2018-01-31 00:00:00,주중,수요일,케이블,KBSN스포츠,여자부,생방송,KGC인삼공사,현대건설,16:48:55,18:27:02,01:38:08,0.73335,0.88358,112054.0,14695.0,대전광역시,대전충무체육관
프로배구,1037,2017-2018,정규리그,5라운드,2018-01-31 00:00:00,주중,수요일,케이블,SBS Sports,남자부,생방송,한국전력,현대캐피탈,18:54:41,20:33:51,01:39:11,1.03418,1.3125,182528.0,10967.0,수원시,수원실내체육관
프로배구,1038,2017-2018,정규리그,5라운드,2018-02-01 00:00:00,주중,목요일,케이블,SBS Sports,남자부,생방송,OK저축은행,대한항공,18:54:08,20:34:41,01:40:34,0.90914,1.09571,190687.0,28499.0,부산광역시,부산금정체육관
프로배구,1039,2017-2018,정규리그,5라운드,2018-02-02 00:00:00,주중,금요일,케이블,SBS Sports,남자부,생방송,우리카드,삼성화재,18:54:28,21:25:04,02:30:37,1.06675,1.11221,203155.0,37289.0,서울특별시,장충체육관
프로배구,1040,2017-2018,정규리그,5라운드,2018-02-03 00:00:00,주말,토요일,케이블,KBSN스포츠,여자부,생방송,KGC인삼공사,흥국생명,15:49:01,18:17:23,02:28:23,0.71923,0.77563,121737.0,14799.0,대전광역시,대전충무체육관
프로배구,1041,2017-2018,정규리그,5라운드,2018-02-03 00:00:00,주말,토요일,케이블,SBS Sports,남자부,생방송,한국전력,KB손해보험,13:55:15,16:35:34,02:40:20,0.89311,0.95992,152775.0,23564.0,수원시,수원실내체육관
프로배구,1042,2017-2018,정규리그,5라운드,2018-02-04 00:00:00,주말,일요일,케이블,KBSN스포츠,여자부,생방송,GS칼텍스,한국도로공사,15:49:42,18:43:51,02:54:10,0.9869,1.17894,172956.0,20741.0,서울특별시,장충체육관
프로배구,1043,2017-2018,정규리그,5라운드,2018-02-04 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,현대캐피탈,OK저축은행,13:53:31,15:26:51,01:33:21,0.80724,0.95433,164877.0,32451.0,천안시,천안유관순체육관
프로배구,1044,2017-2018,정규리그,5라운드,2018-02-06 00:00:00,주중,화요일,케이블,KBSN스포츠,남자부,생방송,우리카드,대한항공,18:49:39,21:21:35,02:31:57,0.89719,0.93849,163812.0,39123.0,서울특별시,장충체육관
프로배구,1045,2017-2018,정규리그,5라운드,2018-02-06 00:00:00,주중,화요일,케이블,SBS Sports,여자부,생방송,현대건설,IBK기업은행,16:55:07,19:13:02,02:17:56,0.88235,1.08206,157976.0,22348.0,수원시,수원실내체육관
프로배구,1046,2017-2018,정규리그,5라운드,2018-02-07 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,한국전력,18:49:34,21:24:16,02:34:43,0.87569,0.98205,169020.0,28338.0,대전광역시,대전충무체육관
프로배구,1047,2017-2018,정규리그,5라운드,2018-02-07 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,흥국생명,GS칼텍스,16:54:24,19:12:45,02:18:22,0.66852,0.7074,112469.0,12088.0,인천광역시,인천삼산월드체육관
프로배구,1048,2017-2018,정규리그,5라운드,2018-02-08 00:00:00,주중,목요일,케이블,KBSN스포츠,남자부,생방송,KB손해보험,현대캐피탈,18:49:48,21:01:48,02:12:01,0.89594,0.8423,156959.0,22298.0,의정부시,의정부체육관
프로배구,1049,2017-2018,정규리그,5라운드,2018-02-08 00:00:00,주중,목요일,케이블,SBS Sports,여자부,생방송,한국도로공사,KGC인삼공사,16:54:22,18:34:34,01:40:13,0.46067,0.52671,68542.0,4227.0,김천시,김천실내체육관
프로배구,1050,2017-2018,정규리그,5라운드,2018-02-09 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,우리카드,OK저축은행,18:49:53,20:31:10,01:41:18,0.53954,0.5855,93066.0,16383.0,서울특별시,장충체육관
프로배구,1051,2017-2018,정규리그,5라운드,2018-02-10 00:00:00,주말,토요일,케이블,KBSN스포츠,남자부,생방송,한국전력,대한항공,13:49:59,16:15:00,02:25:02,0.6457,0.74475,124041.0,26220.0,수원시,수원실내체육관
프로배구,1052,2017-2018,정규리그,5라운드,2018-02-10 00:00:00,주말,토요일,케이블,SBS Sports,여자부,생방송,흥국생명,현대건설,16:56:42,18:55:26,01:58:45,0.96153,1.14225,176154.0,33080.0,인천광역시,인천삼산월드체육관
프로배구,1053,2017-2018,정규리그,5라운드,2018-02-11 00:00:00,주말,일요일,케이블,KBSN스포츠,남자부,생방송,KB손해보험,삼성화재,13:49:47,16:06:33,02:16:47,0.56777,0.72113,125111.0,24876.0,의정부시,의정부체육관
프로배구,1054,2017-2018,정규리그,5라운드,2018-02-11 00:00:00,주말,일요일,케이블,SBS Sports,여자부,생방송,IBK기업은행,GS칼텍스,15:56:47,18:33:35,02:36:49,0.58668,0.64174,98349.0,11670.0,화성시,화성실내체육관
프로배구,1055,2017-2018,정규리그,5라운드,2018-02-13 00:00:00,주중,화요일,케이블,KBSN스포츠,남자부,생방송,현대캐피탈,우리카드,18:48:51,21:02:32,02:13:42,0.40296,0.44909,68155.0,9664.0,천안시,천안유관순체육관
프로배구,1056,2017-2018,정규리그,5라운드,2018-02-13 00:00:00,주중,화요일,케이블,SBS Sports,여자부,생방송,흥국생명,한국도로공사,16:55:13,18:59:34,02:04:22,0.43064,0.45303,58302.0,10737.0,인천광역시,인천삼산월드체육관
프로배구,1057,2017-2018,정규리그,5라운드,2018-02-14 00:00:00,주중,수요일,케이블,KBSN스포츠,남자부,생방송,한국전력,OK저축은행,18:49:13,20:38:18,01:49:06,0.44421,0.55249,92370.0,9010.0,수원시,수원실내체육관
프로배구,1058,2017-2018,정규리그,5라운드,2018-02-14 00:00:00,주중,수요일,케이블,SBS Sports,여자부,생방송,KGC인삼공사,IBK기업은행,16:56:42,18:21:44,01:25:03,0.37629,0.4205,72644.0,16028.0,대전광역시,대전충무체육관
프로배구,1059,2017-2018,정규리그,5라운드,2018-02-15 00:00:00,주중,목요일,케이블,KBSN스포츠,남자부,생방송,대한항공,KB손해보험,13:53:32,15:36:15,01:42:44,0.45408,0.50135,91156.0,25743.0,인천광역시,인천계양체육관
프로배구,1060,2017-2018,정규리그,5라운드,2018-02-15 00:00:00,주중,목요일,케이블,SBS Sports,여자부,생방송,현대건설,GS칼텍스,15:56:02,17:33:04,01:37:03,0.59127,0.58681,97042.0,8151.0,수원시,수원실내체육관
프로배구,1061,2017-2018,정규리그,5라운드,2018-02-16 00:00:00,주중,금요일,케이블,KBSN스포츠,남자부,생방송,삼성화재,현대캐피탈,13:50:15,16:54:45,03:04:31,0.61014,0.73125,124053.0,13409.0,대전광역시,대전충무체육관
프로배구,1062,2017-2018,정규리그,6라운드,2018-02-17 00:00:00,주말,토요일,케이블,KBSN스포츠,여자부,생방송,한국도로공사,IBK기업은행,15:48:43,17:29:20,01:40:38,0.39589,0.43516,73627.0,1832.0,김천시,김천실내체육관
프로배구,1063,2017-2018,정규리그,6라운드,2018-02-17 00:00:00,주말,토요일,케이블,SBS Sports,남자부,생방송,한국전력,OK저축은행,13:55:25,16:09:37,02:14:13,0.55552,0.67449,111072.0,20113.0,수원시,수원실내체육관
프로배구,1064,2017-2018,정규리그,6라운드,2018-02-18 00:00:00,주말,일요일,케이블,KBSN스포츠,여자부,생방송,흥국생명,KGC인삼공사,15:48:52,18:22:25,02:33:34,0.6025,0.67652,111591.0,14042.0,인천광역시,인천삼산월드체육관
프로배구,1065,2017-2018,정규리그,6라운드,2018-02-18 00:00:00,주말,일요일,케이블,SBS Sports,남자부,생방송,KB손해보험,대한항공,13:55:52,15:39:02,01:43:11,0.4589,0.61608,78336.0,5511.0,의정부시,의정부체육관
